Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-04-27,"Brain Tweezers",5.10c,"Find sequence from 4th clip block to slots. Right hand left with left foot on 4th clip block to left hand sloper side pull, bump to better sidepull. Right foot match, then left foot to crystal. Bring Right hand over to sidepulls, then move Right foot to knob. Left hand up, move up Right foot and get Right hand on chicken head sidepull far Right. Move left to hueco sidepull. Left foot up, then right hand to jug sidepull below anchors. Left foot into hueco, right foot up then left hand above anchors, with 2 fingers in upper pocket to clip.",https://www.mountainproject.com/route/106023161/brain-tweezers,2,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",3.1,-1,Lead,Fell/Hung,Sport,,60,3200
2024-04-27,"Brain Storm",5.8,,https://www.mountainproject.com/route/106831253/brain-storm,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",2.1,-1,Follow,,Trad,,70,2100
2024-04-27,"Journey to the Center of the Brain",5.7,"First trad follow",https://www.mountainproject.com/route/106660052/journey-to-the-center-of-the-brain,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",2.3,-1,Follow,,Trad,,50,1800
2024-04-21,Kaleidoscope,V2-,,https://www.mountainproject.com/route/115967002/kaleidoscope,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > First Set Boulders > Air Space Boulder",2.6,3,Send,,Boulder,V2,8,20170
2024-04-21,"Lunar Landing",V7,"Double hand dyno to the jug possible, but incomplete. All other moves done.",https://www.mountainproject.com/route/123938834/lunar-landing,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > Sunset Wall Area > Below the Moon Boulder",3.6,-1,Attempt,,Boulder,,10,20700
2024-04-21,Moonshine,V5-6,"Static to the jug.",https://www.mountainproject.com/route/122430051/moonshine,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > Sunset Wall Area > Moonchild Boulder",3.4,3,Send,,Boulder,,10,20550
2024-03-24,"Drop Zone",V1,,https://www.mountainproject.com/route/124921701/drop-zone,1,"West Virginia > Northern WV > Coopers Rock State Forest > Underlook Trail Boulders > Drop Zone Boulder",3.7,3,Flash,,Boulder,V1+,15,20100
2024-03-24,"Burning Sensation",V4,,https://www.mountainproject.com/route/122966391/burning-sensation,1,"West Virginia > Northern WV > Coopers Rock State Forest > Underlook Trail Boulders > P-Hole Boulder",3.1,3,Send,,Boulder,,12,20400
2024-03-24,Roundhouse,V5,"Fun moves, but overall underwhelming climb ",https://www.mountainproject.com/route/107495169/roundhouse,1,"West Virginia > Northern WV > Coopers Rock State Forest > Upper Rock City > Roundhouse Area > Roundhouse Boulder",3.5,2,Send,,Boulder,,10,20500
2024-03-18,"The Big Much",V4,,https://www.mountainproject.com/route/107327479/the-big-much,1,"Tennessee > Stone Fort > Jungle Gym/ Fromundathunda Area",3.1,-1,Send,,Boulder,,18,20400
2024-03-16,"The Scoop",V3,,https://www.mountainproject.com/route/106036764/the-scoop,1,"Georgia > Rocktown > Back Street Boulders",3.4,-1,Send,,Boulder,,7,20300
2024-03-16,"The Helicopter",V6,"First hold is sharp AF. ",https://www.mountainproject.com/route/106338739/the-helicopter,1,"Georgia > Rocktown > Helicopter Area",3.1,-1,Attempt,,Boulder,,,20600
2024-03-16,"Standard Deviation",V6,"First V6, single session",https://www.mountainproject.com/route/108054353/standard-deviation,1,"Georgia > Rocktown > The Comet Boulder",3.7,-1,Send,,Boulder,,12,20600
2024-03-16,"Fly Dawg",V0,,https://www.mountainproject.com/route/111392207/fly-dawg,1,"Georgia > Rocktown > Orbitals",2.2,-1,Flash,,Boulder,,10,20008
2024-03-16,"Soap on a Rope",V4-5,"Missed the line, go left for the topout. Need high left hand.",https://www.mountainproject.com/route/106036163/soap-on-a-rope,1,"Georgia > Rocktown > Orbitals",3.8,-1,Attempt,,Boulder,,12,20450
2024-03-14,Ribcage,V3,"Basically a 2-3 move problem.",https://www.mountainproject.com/route/106319896/ribcage,1,"Tennessee > Stone Fort > Sternum Area > Sternum Boulder",2.9,-1,Send,,Boulder,,,20300
2024-03-14,"Pancake Mantle",V2,,https://www.mountainproject.com/route/106036681/pancake-mantle,1,"Tennessee > Stone Fort > Super Mario/ Cinderella Area",3.1,-1,Flash,,Boulder,,5,20200
2024-03-14,"Mizzen Mast",V1,,https://www.mountainproject.com/route/107549961/mizzen-mast,1,"Tennessee > Stone Fort > Jungle Gym/ Fromundathunda Area",2.9,-1,Flash,,Boulder,,,20100
2024-03-14,Soapmakers,V2+,,https://www.mountainproject.com/route/110084681/soapmakers,1,"Tennessee > Stone Fort > Jungle Gym/ Fromundathunda Area",2.8,-1,Send,,Boulder,,,20210
2024-03-13,"Jerry's Kids",V7,"Project sess after projecting/sending ghengis. 2nd move not there, everything else was good.",https://www.mountainproject.com/route/107327498/jerrys-kids,1,"Tennessee > Stone Fort > Jungle Gym/ Fromundathunda Area",3.4,-1,Attempt,,Boulder,,18,20700
2024-03-13,"The Crescent",V1,,https://www.mountainproject.com/route/106350095/the-crescent,1,"Tennessee > Stone Fort > Front Area > Crescent Boulder",3.2,-1,Flash,,Boulder,,,20100
2024-03-13,"Genghis Khan",V5,"2 mini sessions. Awesome climb.",https://www.mountainproject.com/route/106071688/genghis-khan,1,"Tennessee > Stone Fort > Front Area > Wave Boulder",3.5,-1,Send,,Boulder,,14,20500
2024-03-12,"The Rib",V1,"Trust the invisible feet at the start.",https://www.mountainproject.com/route/107039598/the-rib,1,"Tennessee > Stone Fort > Back Nine",3.6,-1,Flash,,Boulder,,20,20100
2024-03-11,"Out of Africa (AKA A Face in the Crowd)",V7-,"First move down. Need to get lower horizontal, for easier second move.",https://www.mountainproject.com/route/106643409/out-of-africa-aka-a-face-in-the-crowd,1,"Tennessee > Stone Fort > Sternum Area > Crack of Doom Area",3.2,-1,Attempt,,Boulder,,,20670
2024-03-11,"The Wave",V6,"Left hand halfway up rail, but feeling caught by right hand undercling.",https://www.mountainproject.com/route/106032561/the-wave,1,"Tennessee > Stone Fort > Front Area > Wave Boulder",3.9,-1,Attempt,,Boulder,,,20600
2024-03-11,Spare,V0,,https://www.mountainproject.com/route/107046888/spare,1,"Tennessee > Stone Fort > Front Area > The Bowling Ball",3.0,-1,Send,,Boulder,,8,20008
2024-03-03,"She Got the Bosch, I Got Drilled",5.10a,"2 hangs. Right after second bolt. Walk onto shelf. Jugs just after 5th bolt. Good shoulder cam for nohands below the roof.  Right hand low, left hand high, right foot on left foot dish, to Right hand Gaston, move up left foot to jug.",https://www.mountainproject.com/route/106002567/she-got-the-bosch-i-got-drilled,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.2,-1,Lead,Fell/Hung,Sport,,90,2600
2024-02-25,Wingaling,V2,,https://www.mountainproject.com/route/118643043/wingaling,1,"West Virginia > Northern WV > Coopers Rock State Forest > Park Entrance Areas > County Line Boulders > County Line South",2.0,-1,Flash,,Boulder,V1+,,20200
2024-02-25,"Honkin’ Knob Traverse",V1+,,https://www.mountainproject.com/route/118643060/honkin-knob-traverse,1,"West Virginia > Northern WV > Coopers Rock State Forest > Park Entrance Areas > County Line Boulders > County Line South",2.0,2,Flash,,Boulder,,,20110
2024-02-25,"Brain Traverse",V4,"2 Overlapping sections. Can&#39;t get foot after crux hand move from start. Can do 4-moves before crux to top.",https://www.mountainproject.com/route/118642872/brain-traverse,1,"West Virginia > Northern WV > Coopers Rock State Forest > Park Entrance Areas > County Line Boulders > County Line South",3.4,-1,Attempt,,Boulder,,,20400
2024-02-22,"Demi loaf",V0,,https://www.mountainproject.com/route/121790709/demi-loaf,1,"Pennsylvania > South Central PA > Governor Stable > Breadloaf & Immediate Vicinity",2.1,-1,Flash,,Boulder,V0,,20008
2024-02-19,"Bread crumbs",V0,"Topout was rough until I noticed the huge feet.",https://www.mountainproject.com/route/121790658/bread-crumbs,1,"Pennsylvania > South Central PA > Governor Stable > Breadloaf & Immediate Vicinity",2.3,-1,Flash,,Boulder,V0,,20008
2024-02-19,"Mushroom Crack",V1,"Lots of fun moves on an approachable climb. Swimming through the topout is 10/10",https://www.mountainproject.com/route/107455212/mushroom-crack,1,"Pennsylvania > South Central PA > Governor Stable > Moby's and Friends",2.7,3,Send,,Boulder,,,20100
2024-02-19,"Only Olson",V2,"5&#39;7&#34; and the first (and only move?) was tricky",https://www.mountainproject.com/route/123734858/only-olson,1,"Pennsylvania > South Central PA > Governor Stable > Moby's and Friends",2.0,-1,Send,,Boulder,,7,20200
2024-02-19,"Moby's Dick",V5,"In ~4 parts. Ran out of gas to put the parts together.",https://www.mountainproject.com/route/107420073/mobys-dick,1,"Pennsylvania > South Central PA > Governor Stable > Moby's and Friends",3.0,-1,Attempt,,Boulder,,15,20500
2024-02-19,"Swamp Foot",V2,,https://www.mountainproject.com/route/107429457/swamp-foot,1,"Pennsylvania > South Central PA > Governor Stable > Pyramid Area",2.9,3,Flash,,Boulder,,8,20200
2024-02-19,"The Pyramid",V1,"Super classic, definitely beta intensive.",https://www.mountainproject.com/route/107420350/the-pyramid,1,"Pennsylvania > South Central PA > Governor Stable > Pyramid Area",3.7,4,Send,,Boulder,,20,20100
2024-02-18,"Willey's Slide",WI2,"First multipitch! Didn't make it to the very top. Probably 6 pitches of steep snow and ice. We only had 4 screws, so could be done in far less pitches with more screws.",https://www.mountainproject.com/route/106129619/willeys-slide,6,"New Hampshire > * NH Ice and Mixed > - Crawford Notch Ice & Mixed > 5.  Mt. Willey / Willey's Slide",2.7,-1,Follow,,Ice,,700,31000
2023-11-18,"Ballad of the Chestnut Tree",V4,"With broken fibula. Got lip with both hands before cutting. Stuck on face reach like before.",https://www.mountainproject.com/route/122996655/ballad-of-the-chestnut-tree,1,"West Virginia > Northern WV > Coopers Rock State Forest > Rhododendron Trail Areas > First Area Boulders > Chestnut Tree Boulder",3.8,-1,Attempt,,Boulder,,12,20400
2023-11-18,"Dead Flowers",V4,"With broken fibula (didn&#39;t know)",https://www.mountainproject.com/route/122998028/dead-flowers,1,"West Virginia > Northern WV > Coopers Rock State Forest > Rhododendron Trail Areas > First Area Boulders > Chestnut Tree Boulder",3.8,4,Flash,,Boulder,,12,20400
2023-11-18,"Road to Emmaus",V7,"Broke fibula on one of the rocks poking out from the ground right before the crux. Make sure to pad out all the rocks.",https://www.mountainproject.com/route/120167853/road-to-emmaus,1,"West Virginia > Northern WV > Coopers Rock State Forest > Rhododendron Trail Areas > Rhodo Cave",3.9,-1,Attempt,,Boulder,,25,20700
2023-11-18,"Road to Emmaus Stand Start",V3,"Felt too easy to end at the jug rail",https://www.mountainproject.com/route/120168216/road-to-emmaus-stand-start,1,"West Virginia > Northern WV > Coopers Rock State Forest > Rhododendron Trail Areas > Rhodo Cave",3.1,-1,Flash,,Boulder,V1-2,12,20300
2023-11-18,"Damascus Road",V4,"Start with both feet on left toehook made it all go super easy",https://www.mountainproject.com/route/120167899/damascus-road,1,"West Virginia > Northern WV > Coopers Rock State Forest > Rhododendron Trail Areas > Rhodo Cave",3.5,3,Send,,Boulder,,15,20400
2023-11-04,"Yawar Fiesta",V6,"2 links, up to mantle and lip to top",https://www.mountainproject.com/route/124946693/yawar-fiesta,1,"West Virginia > Northern WV > Coopers Rock State Forest > Furnace Road Areas > Greenbrier Boulders > Condor Boulder",3.3,-1,Attempt,,Boulder,V5+,,20600
2023-11-04,"Block Party",V5,"need to work on the big left hand bump",https://www.mountainproject.com/route/120455830/block-party,1,"West Virginia > Northern WV > Coopers Rock State Forest > Furnace Road Areas > Greenbrier Boulders > Block Party Area",3.7,-1,Attempt,,Boulder,,,20500
2023-11-04,"Playin’ with Blocks",V1,"day flash",https://www.mountainproject.com/route/122532263/playin-with-blocks,1,"West Virginia > Northern WV > Coopers Rock State Forest > Furnace Road Areas > Greenbrier Boulders > Block Party Area",3.8,4,Send,,Boulder,,12,20100
2023-11-04,Blockhead,V2,,https://www.mountainproject.com/route/120455886/blockhead,1,"West Virginia > Northern WV > Coopers Rock State Forest > Furnace Road Areas > Greenbrier Boulders > Block Party Area",3.3,-1,Flash,,Boulder,,,20200
2023-11-04,"Bend It",V3,"flagging is key",https://www.mountainproject.com/route/120456316/bend-it,1,"West Virginia > Northern WV > Coopers Rock State Forest > Furnace Road Areas > Greenbrier Boulders > Bendable Boulder",3.8,4,Send,,Boulder,,,20300
2023-10-22,"Sit Down Flake",V2,"wish there was more to it",https://www.mountainproject.com/route/106044191/sit-down-flake,2,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Hidden Valley Area Bouldering > Outback Bouldering > Dino's Egg",2.4,3,Send,,Boulder,,5,20200
2023-10-21,"Roof Romp",V4,"crux with left heel feels too long to pull",https://www.mountainproject.com/route/105837898/roof-romp,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Hidden Valley Area Bouldering > Outback Bouldering > Romp Roof",3.1,-1,Attempt,,Boulder,,15,20400
2023-10-21,"Mr. H",V-easy,,https://www.mountainproject.com/route/105725473/mr-h,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Hidden Valley Area Bouldering > Outback Bouldering > Voices Boulder",2.0,3,Flash,,Boulder,,12,20000
2023-10-21,"False Hueco Traverse",V2,"pumped out 4 moves from the lip",https://www.mountainproject.com/route/106048290/false-hueco-traverse,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Hidden Valley Area Bouldering > Outback Bouldering > False Hueco Boulder",3.0,-1,Attempt,,Boulder,,15,20200
2023-10-21,"False Hueco",V1,,https://www.mountainproject.com/route/106048286/false-hueco,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Hidden Valley Area Bouldering > Outback Bouldering > False Hueco Boulder",2.8,3,Send,,Boulder,,11,20100
2023-10-19,"Sweetie Pie (Dragon Scales)",V-easy,,https://www.mountainproject.com/route/106649376/sweetie-pie-dragon-scales,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Planet X Bouldering > The Hang > Illicit Sweetie Boulder",3.0,4,Flash,,Boulder,,18,20000
2023-10-19,"Illicit Sweetie",V0,,https://www.mountainproject.com/route/105798054/illicit-sweetie,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Planet X Bouldering > The Hang > Illicit Sweetie Boulder",3.0,3,Flash,,Boulder,,18,20008
2023-10-19,"The Halfling",V1+,"2 links. feels harder than V1",https://www.mountainproject.com/route/106649431/the-halfling,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Planet X Bouldering > The Hang > Halfling Boulder",2.5,-1,Attempt,,Boulder,,15,20110
2023-10-18,"Sloper Safari",V4,"Get the slopers at the top, but knocked off by the topout",https://www.mountainproject.com/route/106329025/sloper-safari,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Hall of Horrors Bouldering > Meadows Boulder",3.3,-1,Attempt,,Boulder,,10,20400
2023-10-18,"Walking Mexican Down the Hall",V0,"Pump out with 4 moves left.",https://www.mountainproject.com/route/106625231/walking-mexican-down-the-hall,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Hall of Horrors Bouldering > Hall of Horrors Area > The Real Hall of Horrors",2.6,-1,Attempt,,Boulder,,30,20008
2023-10-18,"Lynn Hill Memorial Face Problem",V4,"Super cool movement, need better conditions than 88 F. Almost reach rail.",https://www.mountainproject.com/route/106118096/lynn-hill-memorial-face-problem,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Hall of Horrors Bouldering > King Dome Area > Lynn Hill Memorial Boulder",3.7,-1,Attempt,,Boulder,,20,20400
2023-10-18,Canasta,V0-,,https://www.mountainproject.com/route/106419021/canasta,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Hall of Horrors Bouldering > King Dome Area > Split Boulder",1.6,-1,Send,,Boulder,,10,20005
2023-10-18,Euchre,V-easy,,https://www.mountainproject.com/route/106419009/euchre,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Hall of Horrors Bouldering > King Dome Area > Split Boulder",1.9,-1,Flash,,Boulder,,15,20000
2023-10-08,"Burning Sensation",V4,,https://www.mountainproject.com/route/122966391/burning-sensation,1,"West Virginia > Northern WV > Coopers Rock State Forest > Underlook Trail Boulders > P-Hole Boulder",3.1,3,Flash,,Boulder,,12,20400
2023-10-07,"The Meek and the Strong",V6,"every move except the single crux move",https://www.mountainproject.com/route/124910244/the-meek-and-the-strong,1,"West Virginia > Northern WV > Coopers Rock State Forest > Underlook Trail Boulders > Glass Jar Boulder",3.7,-1,Attempt,,Boulder,,35,20600
2023-10-07,Pershing,V1,,https://www.mountainproject.com/route/124882127/pershing,1,"West Virginia > Northern WV > Coopers Rock State Forest > Underlook Trail Boulders > Tank Boulder",3.2,3,Flash,,Boulder,,,20100
2023-10-07,"The Loving Arms Of A Man",V7,"birthday present to myself",https://www.mountainproject.com/route/122975319/the-loving-arms-of-a-man,1,"West Virginia > Northern WV > Coopers Rock State Forest > Underlook Trail Boulders > P-Hole Boulder",3.4,-1,Send,,Boulder,,10,20700
2023-09-30,"The Arch",5.6,,https://www.mountainproject.com/route/114483008/the-arch,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > Sunset Wall Area > Sunset Wall",2.2,-1,TR,,"Trad, TR",,35,1600
2023-09-30,"Mayfly Cave Problem",V2,,https://www.mountainproject.com/route/122533676/mayfly-cave-problem,1,"West Virginia > Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area",1.0,-1,Send,,Boulder,,12,20200
2023-09-30,"John Travolta",V3,,https://www.mountainproject.com/route/124516630/john-travolta,1,"West Virginia > Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area",1.5,-1,Flash,,Boulder,,12,20300
2023-09-30,"Saturday Night Fever",V4-,,https://www.mountainproject.com/route/124516596/saturday-night-fever,1,"West Virginia > Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area",2.7,-1,Send,,Boulder,,12,20370
2023-09-16,"Throwin In The Towel",V4,"Unique movement on ergonomic holds",https://www.mountainproject.com/route/124940713/throwin-in-the-towel,1,"West Virginia > Northern WV > Coopers Rock State Forest > Underlook Trail Boulders > Glass Jar Boulder",4.0,4,Send,,Boulder,,8,20400
2023-09-16,Proposal,V4,"hard moves separated by nice rests",https://www.mountainproject.com/route/118642696/proposal,1,"West Virginia > Northern WV > Coopers Rock State Forest > Park Entrance Areas > County Line Boulders > County Line South",2.8,3,Send,,Boulder,,,20400
2023-09-16,"Swan’s Mantle",V2,"nice movement",https://www.mountainproject.com/route/118642680/swans-mantle,1,"West Virginia > Northern WV > Coopers Rock State Forest > Park Entrance Areas > County Line Boulders > County Line South",2.5,2,Flash,,Boulder,,,20200
2023-09-16,"Where the Moss Doesn’t Grow (aka Sprinkle Slab)",V-easy,,https://www.mountainproject.com/route/118642660/where-the-moss-doesnt-grow-aka-sprinkle-slab,1,"West Virginia > Northern WV > Coopers Rock State Forest > Park Entrance Areas > County Line Boulders > County Line South",2.5,3,Flash,,Boulder,,,20000
2023-09-16,Pasta,V1+,"easier as you go up.",https://www.mountainproject.com/route/118693263/pasta,1,"West Virginia > Northern WV > Coopers Rock State Forest > Park Entrance Areas > County Line Boulders > County Line South",2.7,1,Flash,,Boulder,,,20110
2023-09-04,"She Got the Bosch, I Got Drilled",5.10a,"Need to come back for the Redpoint on this one for sure.",https://www.mountainproject.com/route/106002567/she-got-the-bosch-i-got-drilled,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.2,-1,Lead,Fell/Hung,Sport,,90,2600
2023-09-04,"Fabulous Groupies",5.9+,"One take after the 3rd bolt because I got stretched out too much. Definitely likely to get the red point next try.",https://www.mountainproject.com/route/106139147/fabulous-groupies,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.5,3,Lead,Fell/Hung,Sport,,60,2500
2023-09-04,"Hippie Dreams",5.7,,https://www.mountainproject.com/route/105992273/hippie-dreams,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.0,4,Lead,Onsight,Sport,,75,1800
2023-09-04,Chewy,5.10b,"3 takes. Super fun route with nice falls, should come back for the red point.",https://www.mountainproject.com/route/105993756/chewy,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall",2.7,-1,Lead,Fell/Hung,Sport,,40,2900
2023-09-03,"Ragged Reaction",5.9,,https://www.mountainproject.com/route/107202336/ragged-reaction,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall",2.4,1,Lead,Fell/Hung,Sport,,30,2400
2023-09-03,"Reticent Slab",5.3,"The hardest part is getting on to the slab from the ground.",https://www.mountainproject.com/route/114375298/reticent-slab,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall",2.9,4,Lead,Onsight,Sport,,40,1300
2023-09-02,"Knife Fink",V1+,"Didn&#39;t feel as sketch as others make it out to be as long as you have a couple pads on the reverse wall.",https://www.mountainproject.com/route/112441068/knife-fink,1,"West Virginia > Northern WV > Coopers Rock State Forest > Upper Rock City > Knife Fink Area",3.6,-1,Flash,,Boulder,,,20110
2023-09-02,"Tomb Raider",V3,"Hitting the sidepull seems to be the crux.",https://www.mountainproject.com/route/107495217/tomb-raider,1,"West Virginia > Northern WV > Coopers Rock State Forest > Upper Rock City > Tomb Raider Area > Tomb Raider",3.0,3,Send,,Boulder,,,20300
2023-09-02,De-Forestation,V0,"Awkward top out with the tree right above.",https://www.mountainproject.com/route/117610042/de-forestation,1,"West Virginia > Northern WV > Coopers Rock State Forest > Upper Rock City > Tomb Raider Area > Corrosion Block",2.2,-1,Flash,,Boulder,,12,20008
2023-09-02,Nemesis,V3+,"Maybe 4 attempts. Got to the top 2 times, but couldn&#39;t commit to the heady top out.",https://www.mountainproject.com/route/117609969/nemesis,1,"West Virginia > Northern WV > Coopers Rock State Forest > Upper Rock City > Tomb Raider Area > Corrosion Block",2.6,-1,Attempt,,Boulder,,16,20310
2023-09-02,"Not So Shorty",V2,"First move is the only V2 move",https://www.mountainproject.com/route/124632526/not-so-shorty,1,"West Virginia > Northern WV > Coopers Rock State Forest > Upper Rock City > Tomb Raider Area > Corrosion Block",1.5,1,Flash,,Boulder,,8,20200
2023-09-02,Shorty,V0,,https://www.mountainproject.com/route/116227499/shorty,1,"West Virginia > Northern WV > Coopers Rock State Forest > Upper Rock City > Tomb Raider Area > Corrosion Block",1.6,-1,Flash,,Boulder,,,20008
2023-08-20,"Warm-Up Boulder Arete",V4-,,https://www.mountainproject.com/route/107035323/warm-up-boulder-arete,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > First Set Boulders > Warm Up Boulder",2.5,2,Send,,Boulder,V3+,,20370
2023-08-20,Kaleidoscope,V2-,"fun moves",https://www.mountainproject.com/route/115967002/kaleidoscope,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > First Set Boulders > Air Space Boulder",2.6,3,Flash,,Boulder,V2,8,20170
2023-08-20,"Flight Line",V0+,,https://www.mountainproject.com/route/117534679/flight-line,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > First Set Boulders > Air Space Boulder",2.2,3,Flash,,Boulder,,,20010
2023-08-20,"Air Space",V1,"hidden but great holds",https://www.mountainproject.com/route/117534654/air-space,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > First Set Boulders > Air Space Boulder",2.0,2,Flash,,Boulder,,,20100
2023-08-20,Moonbeam,V1,"in sandals",https://www.mountainproject.com/route/124373322/moonbeam,1,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > Sunset Wall Area > Moonbeam Boulder",2.7,2,Flash,,Boulder,,10,20100
2023-08-20,Moonshine,V5-6,"need to link between move 2 and 3. everything else done",https://www.mountainproject.com/route/122430051/moonshine,3,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > Sunset Wall Area > Moonchild Boulder",3.4,3,Attempt,,Boulder,,10,20550
2023-08-20,"Black Bart",V3-,"super fun, especially the topout",https://www.mountainproject.com/route/116192764/black-bart,3,"West Virginia > Northern WV > Coopers Rock State Forest > Roadside > Ceiling Block Area",2.5,-1,,,Boulder,,,20270
